wrong_sentence,error_index
در رستران دانشگاه صبحنه می خورند . [فرانسه],"[0, 0, 0, 13, 0, 0, 0]"
پس از این مشارطه باید وارد مراقبه شد و آن چنان است که در تمام مدّت شرط متوجه ی عمل به آن باشی و خود را ملزم بدانی با عمل کردن آن و اگر خدای نخواسته در دلت افتاد که امری را مرتکب شدی که خلاف فرموده ی خداست بدان که این از شیطان و جنود اوست که می خواهند_تو را از شرطی که کردی بازدارند . [بلژیک],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من ألان در ایران هستم و خوش حال هستم . [اندونزی],"[0, 25, 0, 0, 0, 0, 0, 0, 0, 0]"
نامه پدر و مادر سلام پدر و مادر خوبی من آلان مدرسه المهدی درس می خوانم من کتاب سوم تمام کردم استاد من خیلی خوش اخلاق است و خیلی خوب درس می دهند و خیلی زیاد توضیح می دهد من چند روز قبل پدر و مادر کربلا بودم ، اونجا شما را من دعا کردم و نیابت زیارت کردم . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در پاکستان چند فصل وجود دارد ؟ بله آنجا مثل ایران است [بوسنی و هرزگوین],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40]"
موضوع : حق پدر و مادر پیامبر علیه و سلم فرمودند حق پدر و مادر بهتر از صوم از روز و الجا و حج و عمر و الجحد فی سبیل الله و در قرآن الکریم درباره ی بدر و مادر هم آیه نرل شد که و عبدالله و لا تشرکو به شیا و بالوالدین احسنا ما باید به حرف مادر و پدرمان کوش بدهید و به آنها آرم صحبت کنیم و همیشه فراموش نکنیم که پیامبر ص علیه و سلم فرمود : بهشت را زیر پاهای مادرتان مادر و بدر آنها برای ما خیلی تلاش کردند وقت که شما کوچک بود مادر شب نمی خوابت برای زاینا و از شما باهداری می کرد ما هم نیز برای آنها باید زحمت بکشیم وقت که آنها زنده یا از دنیا رفتند برای شان دعاء می کنیم . [ایران],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
دلفین در اب است- این حیوان گوش چشم و شاخ دارد- [عراق],"[0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0]"
کلاسی این کلاسی است . [بورکینافاسو],"[0, 0, 0, 13, 0, 0]"
دانشمندان کتابهای ابن سینا را مطاله میکنند ابن سینا طبیب و دانشمند بزرگ جهان در پنجاه و هفت سالگی در گذشت . بیشتر وقت ها فراموشی برای انسانها سخت و ناراحت کننده است . حتماً شنیده_اید که برخی از مردم در اثر حادثهای حافظهی خود را از دست میدهند . گذشتهی خود را فراموش میکنند . دوستان نزدیک خود را نمیشناسند و حتا گاهی نام خود را نیز به یاد نمیآورند . پدر و مادر از شدّت تعجب به او گفتند تیغ بزنم آن هم سر دخترمان را مگر میشود . ولی مردم در مقابل این اعطراض فقط حرف خودش را تکرار میکرد و میگفت . شما قول دادهاید و باید به قولتون عمل کنید پس از چند روز که حال مریم بهتر شد پدر و مادرش مجبور شدند به وعدهی خود وفا کنند آنها با ناراحتی بسیار سر دخترشان را تراشیدند . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40]"
من : احوال شما خوب هستی [عراق],"[0, 0, 0, 40, 0, 0]"
برای سلمتی و این گیران است . [گرجستان],"[0, 13, 0, 0, 0, 0, 0]"
سمیّه پرستاری خوش اخلاق و مهربان است . او در بخش کودکان بیمارستن امام خمینی کار میکند . او به کودکان بیمارض در خوردن داروها کمک میکند و با مهربان زخمشان را میشوید ، پامد میزند و سپس به وسیلهی باند میبندد . او به کودکان علاقه دارد . [نیجریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
مادر و پدران هم باید که به کودکان خود را برای نگهداری قوانین و دستورهای اخلاقی و جامعه ای تربیت بدهند تا کودکان وقتی به بلوغت رسند عادی شوند تا مقررات و دستورهای را شهری را نگهدارند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
سمّیه پرستاری خوش اخلاق و مهربان است . او در بخشه کودکان بیمارستان امام خمینی کار می‎کند . او به کودکان بیمار در خوردن داروها کمک میکند و با مهربانی ضخمهشان را میشوید ؛ پامد میزند و سپس به وسیلهی باند میبندد . او به کودکان علاقه دارد . [نیجریه],"[24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اگر آدم زرنگ و حردمند باشد هیچ محرومی برای تحصیلی و شغل نداشته_باشد . [قزاقستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0]"
فقط غذاها نیست مثلاً برای من خوابیدن هم خیلی مهیم است فکر میکنم در خوابکاه خوابیدن خیلی سخت و خیلی نارحات است . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
مثل ها بیشتر برای تعقید بر عصول اخلاقی است و مردم را به رفتار و قردار پسندیده متوجّه می سازند و از رفتار و قردار ناپسند بر حضر می دارند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
پ  به نظر من داشتن از یک برنامهریزی خوب ، خیلی مهم است چون اگر برنامهی خوب داریم میتوانیم زمان ما بهتر استفاده کنیم و برای هر چیزی که دوست داریم مثل پیادهروی ، شنا ، ورزش موسیقی کتاب خواندن ، کار کردن ، درس خواندن ، دانشگاه ، تلویزیون ، خونه رو تمیز کردن ، مقت بیشتر داریم . [صربستان],"[0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
بچه های آجرهای مهمی در ساخت جامعه هستند ، پیامبر اکرم صلی الله علیه واله وسلم فرمود :  بهشت زیر پاهای مادران است  و این دلیل مهمی است از اهمیت تربیت کودکان است چون جامعه پیشرفت نمی کند مگر اینکه به تربیت کودکان اهمیت ندهد . [عراق],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0]"
پدر در فکر چارهای بود که ناگهان دختر رو به پدر کرد و گفت بابا اگر من این داروی تلخ را بخورم هرچه خواستم برایم انجام میدهی پدر که فکر میکرد دخترش عروسک یا اسباب بازی میخواهد گفت دخترم اگر پولش زیاد نباشد اشکالی ندارد . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0]"
بهر ، تابستان ، پاییز ، زمستان وقتی که به خود بیاییم ، میبینیم که جوان نیستیم ، و هرگز نمیتوانیم وقت قبلاً بگذریم . [صربستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0]"
دوست جانی به شکل مستمر می‏خواهد از حال تو خبردار باشد و ثروت و دارایی تو اصلاً برای او مهم نیست [تاجیکستان],"[0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
مثلان در اتاقم دانشحور رویر ، ازربایجان ، یونان ، دارد و با هرکس صخبت میکنم خود یاد گرفتم و این موضوعات برای من خیلی مهم است . [ترکیه],"[0, 0, 0, 0, 0, 40, 0, 40, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
خانواده من در کشمیر زندگی می کنند و دوست حانواده دوست در لکنهو زندگی می کتد . [آفریقا],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0]"
خورس حیوان است [نیجریه],"[0, 0, 40]"
مجید جعبهها را بیارومیوه را درآن بگذار . زود به طرف جعبه رفتن [هند],"[0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0]"
حتّا غذاهای مادرم را خیلی خیلی دل تنق شدم . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 12, 0, 0]"
به نظر من علم جزو از تجربه است چون علم تجربه ست که یاد گرفتیم . [سوئیس],"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من سب قِرمِز میخورم ، جواد سپب ذرّد میخورد [پاکستان],"[0, 0, 0, 40, 0, 0, 0, 0, 0]"
من هم دلم می خواهد_. [هند],"[0, 0, 0, 0, 0, 40]"
املا [پاکستان],[38]
اگر کلاس فرصت شاد و لذت می دهد چرا که کودکان شرکت نکنند ؟ کلاس هم فرصت تجربه ای جدید  از نظر تتاون با دیگران  و تأثیر خوبیست . [رومانی],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0]"
آما چهار روز قبل پدرم به من زنگی زد و گفت : پدربزورگ شما بیمار بود . [چین],"[0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من هم ورزش خیلی دوست داشتم و به ترتیب مجود عصر فوتبالیست من به کلاسهای با رفتم . [روسیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0]"
رژیم عذائی امکان دارد برای بدن انسان مضر باشد ، ار این رو بهتر است که رژیم عذائی زیرنظر دکتر صورت بگیرد . [تاجیکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در میان ایم مواد آب اصل ترین و مهمترین ماده در زندگیها انسانها هست [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40]"
اوتاق تخت است تخت کنار دیوار است . [آذربایجان],"[13, 0, 0, 0, 0, 0, 0, 0, 0]"
در همجای دنیا مشکل است زیادی وجود دارند که آنها را می شود با این پول حال بکنیم . [روسیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
من چند تا دوست دارم اما یکی از آنها خوبتر است . سبک زندگی اش باید خوب باشد مسئولیت پذیر باشد- دوست من که خوبتر از همه دوستها است- خیلی مسئولیت پذیر و انسان مهربان هست- او خیل یپر انرژی و با حال است-تنبل نیست زندگیش خیلی مرتب است . دوست من چون خیلی مسئولیت پذیر است هر وقتی من از او کمک می خواهم_، کمک من می کند وقتبی من نگران یا عصابی می باشم من را بِبُرد برای گردش ، به سینما یا به ریستوران- وقتی که به خانه ما می آید همیشه یک چیز جدیدی می پزد-آشپزی خوب بلد بوده -هر چیز یکه می پزد خیلی خوب بوده_است . ما با هم کریکت بازی می کنیم - از بازار لباس ها و چیزها دیگری می خریم- گاهی ما نمی خواهیم_که حتی در شب جدا بشویم-من همیشه از او خوشم می آمد چون سبک زندگی خیلی خوب است- کارهای خانه را انجام می دهد ، در انتحان نمرات خوبی می گیرد سخنرانی می کند لباس تمیز و خوش رنگ می پوشد- ساده زندگی می کند- کمک انسانهای فقیر و ضعیف می کند - همه کارها سر وقت انجام می دهد- من آرزو دارم که مثل او باشم- [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ما نمی توانیم در چیزهایی که دوست نداریم موفق باشیم . [رومانی],"[0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0]"
چنین حکایت کرده_اند که روزی اشتر سواری در بیابان می رفتو . به موقعی رسید که کاروانیان آنجا فرود آمده آتش روشن کرده و رفته_بودند . بد آتش را شعله ور کرده_بود هیزمها می سوخت و ماری بزرگ در میان آتش مانده_بود و نزدیک بود که بسوزد . او که مردی خداترس و رحم دل بود با خود گفت اگرچه او دشمن است ولیکن در بند اس و درمانده را دست گرفت از مروّت باشد پس از این مشارطه باید وارد مراقبه شوید و آن چنان است که در تمام مدّت شرط متوجه ی عمل به آن باشی و خود را ملزم بدانی به عمل کردن به آن و اگر خدای ناخواسته در دلت افتاد که امری را مرتکب شوی که خلاف فرموده ی خداست بدان که این از شیطان و جنود اوست که می خواهند_تو را از شرطی که کردی باز دارند . آنها علاوه بر سیل عظیم تبلیغات منفی علیه انقلاب به عملیّات نظامی در صحرای تبس متوصّل شدند و قصد داشتند محل سکونت امام و دیگر شخصیّت های انقلابی را بمباران کنند در حالی که پیروان مکتب از هر طوطعه ای بی خبر بودند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
این درخت برگ و میوه دارد . در خانه درخت است . این اَستخر است . استخر آب دارد اسمِ این حیوان دلفهن است . دلفین در آب است . این حیوان گوش چشم و شاخ دارد . آن خروس است . خروس دم دارد بشقاب و لیوان روی میز هستند . این جوراب آبی است . آن کلا سورتی است . [آذربایجان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ای حسن رادمردان در مقابل ظلم و ستم کواموش نشینند و با ستمگران مخالفت میکنند تو هم ناگوزیری که از شیوهی بزرگان دین منابعت کنی و از منکرات با کمال شهامت و دلیری انتقاد کنی . [مالی],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ابوعلی سینا که به او ابن سینا هم میگویند نتیجهی تجربهها و مطالههای خود را در کتابش نوشت است نام کتاب او در پزشکی قانون میباشد و کتاب او در فلسفه شفا نام دارد کتابهای این دانشمند ایرانی به زبانهای مختلف ترجمه شده_است . هنوز هم در دانشگاههای بزرگ جهان دانشجویان و دانشمندان کتابهای ابن سینا را مطالعه میکنند ابن سینا طبّیب و دانشمند بزرگ جهان در پنجاه و هفت سالگی در گذشت . بیشتر وقت ها فراموشی برای انسانها سخت و ناراحت کننده است . حتماً شنیده_اید که برخی از مردم در اثر حادثهای حافظهی خود را از دست میدهند . گذشتهی خود را فراموش میکنند . دوستان نزدیک خود را نمیشناسند و حتی گاهی نام خود را نیز به یاد نمیآورند . پدر و مادر از شدّت تعجّب به او گفتند تیغ بزنیم آن همسر دخترمان را مگر میشود . ولی مردم در مقابل این اعتراضها فقط حرف خودش را تکرار میکرد و میگفت . شما قول دادهاید و باید به قولتون عمل کنید پس از چند روز که حال مریم بهتر شد پدر و مادرش مجبور شدند به وعدهی خود وفا کنند آنها با ناراحتی بسیار سر دخترشان را تراشیدند . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در آشپزخانه اجاق گاز ، یغچال ، لباس شویی ، قاشق ، چنگال ، بشقاب و غیره وجود دارد . [پاکستان],"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
من 21 سال دارم و دانشجوی دانشگاه تفلیس هستم ازین سباب که خانۀ من نزدیک دانشگاه من است در خوابگاه زندگی نمی کنم اما براعم همیشه جالب بود می داستم زندگی خوابگاه حالا من دانشجوی دانشگاه طباطبای هستم و تنها ، بیهوده پدار و مدار در خوابگاه دور از چند تا کیلو متر از خوبنم زندگی می کنم . [گرجستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
آیا شما زرّبین درید [نیجریه],"[0, 0, 12, 0]"
بچگان بهترین و مهم¬ترین قسمت بشر هستند و ما باید آنها را دوست بداریم و فقط به ایشان کمک کنیم تا وقتی بزرگ می¬شوند بهتر از خود ما شوند . [بلغارستان],"[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
مردی روستایی که همه او را به سادکی میشناختند گاو را به بازار برد تا بهفروشد . چند نفر حقه باز او را دیدند از انجاکه میدانستند او مرد سادهیی است تصمیم گرفتند سر او را کلاه بگذارند و گاوش را به غیمت کمی بخرند نخشهی ی کشیدند تبق نخشه یکی یکی به سوراق او رفتند . [هند],"[12, 12, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 12, 12, 12, 0, 0, 12, 12, 0, 0, 0, 0, 0]"
روزی که مردم قصد پادشاه کردند فرا رسید . وزیر شاه را خبر کرد و خود پیش از همه رفته و زورق بر دریا انداخت وقتی خلایق بر سر پادشاه ریختند و از شهر بیرون و در دریا انداختند غلامان پادشاه را گرفته در زورق جای دادند و به شهری که بنا کرده_بود رسانیدند پادشاه و وزیر به مقصد اصلی خود رسیدند و همه ی عمر را به خوشی گذرانیدند . پس مردم که ضایع شد استدراک آن محال است و سرّ خاصّی که در آن دم بود دیگر باز نمی توان یافت . زمان را قضا نیست دریغ از چنین گوهر نفیسی که چنین به هیچ از دست می رود . عزیزان دریابید خود را که حیف از این نازنین عمر که چنین ضایع از دست برود و گرویی از وی نگیرید . او در تمام دوران جوانی کوشش خود را برای آموختن به کار می برد و تا نیمه های شب بیدار می ماند و مطالعه می کرد ایشان هم چنین از جوانی به سحرخیزی ، تهجّد و راز و نیازهای شبانه اهتمام داشت و می توان گفت که هیچ گاه پیش از طلوع آفتاب در خواب نبود . [میانمار],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
گفت حالا که حق تعالی مرا از چنان غرقابی نجات داده و به چنین جایی رسانیده است از عاقبت کار خود غافل نباید شد پس از میان وزرا مرد بزرگ و فهمیده_ای را برگزید و او را رفیق و محرم راض خود گردانید هر سرّی که داشت با او در میان گذاشت تا این که شبی در خلوت به او گفت : ای وزیر بی نظیر احوال این مملکت و سلطنت را با من بازگو که در این چه رازی است . بارها هر یک از شما خسته شده با خود گفته_اید اگر مرا تنی درست و سالم باشد نان جو می خورم و دیگر از من خوشحالتر کسی نباشد . اینک این آن تن درست و نان گندم از شما خوش دل تر کسی باید که نباشد . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
پسر امیرمحمد بزرگ تر او ده  یا دو ؟  سال دارد دختر من رخسار بتول است او هفت سال دارد دختر آعمه بتول است او شش سال دارد پسر من رضا عباس پنج سال دارد دختر رقیه بتول دو نیم سال دارد . [پاکستان],"[0, 0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
